Segment,AnnualFee,CashBackRate,IntroAPR,DigitalFeature,APR,Perk,Profit
Region - West,$0 ,1%,0% for 12 months,Spend Insights,25%,Travel Insurance,504.9935849
Region - West,$0 ,1%,0% for 12 months,Spend Insights,30%,None,330.817919
Region - West,$0 ,1%,0% for 12 months,Spend Insights,30%,Airport Lounge,456.4156233
Region - West,$0 ,1%,0% for 12 months,Spend Insights,30%,Travel Insurance,445.8673141
Region - West,$0 ,1%,0% for 12 months,Budget Coaching,15%,None,226.2661957
Region - West,$0 ,1%,0% for 12 months,Budget Coaching,15%,Airport Lounge,163.2378487
Region - West,$0 ,1%,0% for 12 months,Budget Coaching,15%,Travel Insurance,162.3905887
Region - West,$0 ,1%,0% for 12 months,Budget Coaching,20%,None,407.7778193
Region - West,$0 ,1%,0% for 12 months,Budget Coaching,20%,Airport Lounge,405.8787436
Region - West,$0 ,1%,0% for 12 months,Budget Coaching,20%,Travel Insurance,402.3973331
Region - West,$0 ,1%,0% for 12 months,Budget Coaching,25%,None,445.2259253
Region - West,$0 ,1%,0% for 12 months,Budget Coaching,25%,Airport Lounge,513.1585596
Region - West,$0 ,1%,0% for 12 months,Budget Coaching,25%,Travel Insurance,506.2000568
Region - West,$0 ,1%,0% for 12 months,Budget Coaching,30%,None,340.5401835
Region - West,$0 ,1%,0% for 12 months,Budget Coaching,30%,Airport Lounge,462.9161829
Region - West,$0 ,1%,0% for 12 months,Budget Coaching,30%,Travel Insurance,452.6075779
Region - West,$0 ,1%,0% for 18 months,Basic App,15%,None,38.44606641
Region - West,$0 ,1%,0% for 18 months,Basic App,15%,Airport Lounge,-44.24994885
Region - West,$0 ,1%,0% for 18 months,Basic App,15%,Travel Insurance,-43.96666369
Region - West,$0 ,1%,0% for 18 months,Basic App,20%,None,228.0932122
Region - West,$0 ,1%,0% for 18 months,Basic App,20%,Airport Lounge,203.0707267
Region - West,$0 ,1%,0% for 18 months,Basic App,20%,Travel Insurance,200.9572084
Region - West,$0 ,1%,0% for 18 months,Basic App,25%,None,281.8304926
Region - West,$0 ,1%,0% for 18 months,Basic App,25%,Airport Lounge,318.8242104
Region - West,$0 ,1%,0% for 18 months,Basic App,25%,Travel Insurance,313.7008434
Region - West,$0 ,1%,0% for 18 months,Basic App,30%,None,216.3306161
Region - West,$0 ,1%,0% for 18 months,Basic App,30%,Airport Lounge,294.620914
Region - West,$0 ,1%,0% for 18 months,Basic App,30%,Travel Insurance,287.1507323
Region - West,$0 ,1%,0% for 18 months,Spend Insights,15%,None,33.98386245
Region - West,$0 ,1%,0% for 18 months,Spend Insights,15%,Airport Lounge,-55.73376858
Region - West,$0 ,1%,0% for 18 months,Spend Insights,15%,Travel Insurance,-55.51262034
Region - West,$0 ,1%,0% for 18 months,Spend Insights,20%,None,258.5876386
Region - West,$0 ,1%,0% for 18 months,Spend Insights,20%,Airport Lounge,211.2428648
Region - West,$0 ,1%,0% for 18 months,Spend Insights,20%,Travel Insurance,209.8341948
Region - West,$0 ,1%,0% for 18 months,Spend Insights,25%,None,346.0392537
Region - West,$0 ,1%,0% for 18 months,Spend Insights,25%,Airport Lounge,354.1632996
Region - West,$0 ,1%,0% for 18 months,Spend Insights,25%,Travel Insurance,350.3341581
Region - West,$0 ,1%,0% for 18 months,Spend Insights,30%,None,293.4587622
Region - West,$0 ,1%,0% for 18 months,Spend Insights,30%,Airport Lounge,357.4716228
Region - West,$0 ,1%,0% for 18 months,Spend Insights,30%,Travel Insurance,350.8276319
Region - West,$0 ,1%,0% for 18 months,Budget Coaching,15%,None,25.73098277
Region - West,$0 ,1%,0% for 18 months,Budget Coaching,15%,Airport Lounge,-65.3144378
Region - West,$0 ,1%,0% for 18 months,Budget Coaching,15%,Travel Insurance,-65.07040636
Region - West,$0 ,1%,0% for 18 months,Budget Coaching,20%,None,254.8146135
Region - West,$0 ,1%,0% for 18 months,Budget Coaching,20%,Airport Lounge,203.9762601
Region - West,$0 ,1%,0% for 18 months,Budget Coaching,20%,Travel Insurance,202.6913413
Region - West,$0 ,1%,0% for 18 months,Budget Coaching,25%,None,347.4705362
Region - West,$0 ,1%,0% for 18 months,Budget Coaching,25%,Airport Lounge,350.4079151
Region - West,$0 ,1%,0% for 18 months,Budget Coaching,25%,Travel Insurance,346.8113057
Region - West,$0 ,1%,0% for 18 months,Budget Coaching,30%,None,299.0442933
Region - West,$0 ,1%,0% for 18 months,Budget Coaching,30%,Airport Lounge,358.4625033
Region - West,$0 ,1%,0% for 18 months,Budget Coaching,30%,Travel Insurance,352.0780928
Region - West,$0 ,2%,None,Basic App,15%,None,474.2626599
Region - West,$0 ,2%,None,Basic App,15%,Airport Lounge,448.5763723
Region - West,$0 ,2%,None,Basic App,15%,Travel Insurance,446.0063768
Region - West,$0 ,2%,None,Basic App,20%,None,611.6202489
Region - West,$0 ,2%,None,Basic App,20%,Airport Lounge,664.5208407
Region - West,$0 ,2%,None,Basic App,20%,Travel Insurance,658.2750346
Region - West,$0 ,2%,None,Basic App,25%,None,598.0086325
Region - West,$0 ,2%,None,Basic App,25%,Airport Lounge,733.6922942
Region - West,$0 ,2%,None,Basic App,25%,Travel Insurance,722.9061981
Region - West,$0 ,2%,None,Basic App,30%,None,433.4457436
Region - West,$0 ,2%,None,Basic App,30%,Airport Lounge,623.3366261
Region - West,$0 ,2%,None,Basic App,30%,Travel Insurance,608.5617996
Region - West,$0 ,2%,None,Spend Insights,15%,None,510.3032303
Region - West,$0 ,2%,None,Spend Insights,15%,Airport Lounge,459.0037193
Region - West,$0 ,2%,None,Spend Insights,15%,Travel Insurance,457.3826864
Region - West,$0 ,2%,None,Spend Insights,20%,None,696.538309
Region - West,$0 ,2%,None,Spend Insights,20%,Airport Lounge,705.2962693
Region - West,$0 ,2%,None,Spend Insights,20%,Travel Insurance,701.0846943
Region - West,$0 ,2%,None,Spend Insights,25%,None,729.3467152
Region - West,$0 ,2%,None,Spend Insights,25%,Airport Lounge,815.6107262
Region - West,$0 ,2%,None,Spend Insights,25%,Travel Insurance,807.6399436
Region - West,$0 ,2%,None,Spend Insights,30%,None,582.8253336
Region - West,$0 ,2%,None,Spend Insights,30%,Airport Lounge,751.4857521
Region - West,$0 ,2%,None,Spend Insights,30%,Travel Insurance,738.6335342
Region - West,$0 ,2%,None,Budget Coaching,15%,None,505.9468091
Region - West,$0 ,2%,None,Budget Coaching,15%,Airport Lounge,451.4299956
Region - West,$0 ,2%,None,Budget Coaching,15%,Travel Insurance,449.9295777
Region - West,$0 ,2%,None,Budget Coaching,20%,None,698.2456794
Region - West,$0 ,2%,None,Budget Coaching,20%,Airport Lounge,701.0901314
Region - West,$0 ,2%,None,Budget Coaching,20%,Travel Insurance,697.1386994
Region - West,$0 ,2%,None,Budget Coaching,25%,None,737.9932034
Region - West,$0 ,2%,None,Budget Coaching,25%,Airport Lounge,816.4053188
Region - West,$0 ,2%,None,Budget Coaching,25%,Travel Insurance,808.8403953
Region - West,$0 ,2%,None,Budget Coaching,30%,None,597.0628146
Region - West,$0 ,2%,None,Budget Coaching,30%,Airport Lounge,759.4052995
Region - West,$0 ,2%,None,Budget Coaching,30%,Travel Insurance,746.981877
Region - West,$0 ,2%,0% for 12 months,Basic App,15%,None,89.76290845
Region - West,$0 ,2%,0% for 12 months,Basic App,15%,Airport Lounge,0
Region - West,$0 ,2%,0% for 12 months,Basic App,15%,Travel Insurance,0
Region - West,$0 ,2%,0% for 12 months,Basic App,20%,None,332.5510019
Region - West,$0 ,2%,0% for 12 months,Basic App,20%,Airport Lounge,275.8114153
Region - West,$0 ,2%,0% for 12 months,Basic App,20%,Travel Insurance,274.57107
Region - West,$0 ,2%,0% for 12 months,Basic App,25%,None,440.8210986
Region - West,$0 ,2%,0% for 12 months,Basic App,25%,Airport Lounge,432.4749294
Region - West,$0 ,2%,0% for 12 months,Basic App,25%,Travel Insurance,429.2271923
Region - West,$0 ,2%,0% for 12 months,Basic App,30%,None,397.5576489
Region - West,$0 ,2%,0% for 12 months,Basic App,30%,Airport Lounge,451.4859063
Region - West,$0 ,2%,0% for 12 months,Basic App,30%,Travel Insurance,445.3103258
Region - West,$0 ,2%,0% for 12 months,Spend Insights,15%,None,84.33433171
Region - West,$0 ,2%,0% for 12 months,Spend Insights,15%,Airport Lounge,-9.717712428
Region - West,$0 ,2%,0% for 12 months,Spend Insights,15%,Travel Insurance,-9.702367386
Region - West,$0 ,2%,0% for 12 months,Spend Insights,20%,None,348.3769655
Region - West,$0 ,2%,0% for 12 months,Spend Insights,20%,Airport Lounge,275.7541819
Region - West,$0 ,2%,0% for 12 months,Spend Insights,20%,Travel Insurance,274.9973203
Region - West,$0 ,2%,0% for 12 months,Spend Insights,25%,None,486.5132264
Region - West,$0 ,2%,0% for 12 months,Spend Insights,25%,Airport Lounge,448.7281018
Region - West,$0 ,2%,0% for 12 months,Spend Insights,25%,Travel Insurance,446.6204659
Region - West,$0 ,2%,0% for 12 months,Spend Insights,30%,None,476.4746792
Region - West,$0 ,2%,0% for 12 months,Spend Insights,30%,Airport Lounge,494.231819
Region - West,$0 ,2%,0% for 12 months,Spend Insights,30%,Travel Insurance,489.7776489
Region - West,$0 ,2%,0% for 12 months,Budget Coaching,15%,None,75.26144627
Region - West,$0 ,2%,0% for 12 months,Budget Coaching,15%,Airport Lounge,-19.46994735
Region - West,$0 ,2%,0% for 12 months,Budget Coaching,15%,Travel Insurance,-19.44107993
Region - West,$0 ,2%,0% for 12 months,Budget Coaching,20%,None,341.7351137
Region - West,$0 ,2%,0% for 12 months,Budget Coaching,20%,Airport Lounge,267.069478
Region - West,$0 ,2%,0% for 12 months,Budget Coaching,20%,Travel Insurance,266.3802567
Region - West,$0 ,2%,0% for 12 months,Budget Coaching,25%,None,483.5951939
Region - West,$0 ,2%,0% for 12 months,Budget Coaching,25%,Airport Lounge,441.908341
Region - West,$0 ,2%,0% for 12 months,Budget Coaching,25%,Travel Insurance,439.9522332
Region - West,$0 ,2%,0% for 12 months,Budget Coaching,30%,None,478.8775508
Region - West,$0 ,2%,0% for 12 months,Budget Coaching,30%,Airport Lounge,490.8596415
Region - West,$0 ,2%,0% for 12 months,Budget Coaching,30%,Travel Insurance,486.6690176
Region - West,$0 ,2%,0% for 18 months,Basic App,15%,None,-138.930668
Region - West,$0 ,2%,0% for 18 months,Basic App,15%,Airport Lounge,-241.6740409
Region - West,$0 ,2%,0% for 18 months,Basic App,15%,Travel Insurance,-241.2239365
Region - West,$0 ,2%,0% for 18 months,Basic App,20%,None,131.3833628
Region - West,$0 ,2%,0% for 18 months,Basic App,20%,Airport Lounge,47.11340199
Region - West,$0 ,2%,0% for 18 months,Basic App,20%,Travel Insurance,46.9615023
Region - West,$0 ,2%,0% for 18 months,Basic App,25%,None,279.4922935
Region - West,$0 ,2%,0% for 18 months,Basic App,25%,Airport Lounge,225.4119204
Region - West,$0 ,2%,0% for 18 months,Basic App,25%,Travel Insurance,224.1766174
Region - West,$0 ,2%,0% for 18 months,Basic App,30%,None,293.8336072
Region - West,$0 ,2%,0% for 18 months,Basic App,30%,Airport Lounge,284.5970318
Region - West,$0 ,2%,0% for 18 months,Basic App,30%,Travel Insurance,281.6483008
Region - West,$0 ,2%,0% for 18 months,Spend Insights,15%,None,-152.8271639
Region - West,$0 ,2%,0% for 18 months,Spend Insights,15%,Airport Lounge,-254.8284673
Region - West,$0 ,2%,0% for 18 months,Spend Insights,15%,Travel Insurance,-254.5448003
Region - West,$0 ,2%,0% for 18 months,Spend Insights,20%,None,129.2145253
Region - West,$0 ,2%,0% for 18 months,Spend Insights,20%,Airport Lounge,38.60661654
Region - West,$0 ,2%,0% for 18 months,Spend Insights,20%,Travel Insurance,38.53141544
Region - West,$0 ,2%,0% for 18 months,Spend Insights,25%,None,296.0112137
Region - West,$0 ,2%,0% for 18 months,Spend Insights,25%,Airport Lounge,225.509617
Region - West,$0 ,2%,0% for 18 months,Spend Insights,25%,Travel Insurance,224.7493509
Region - West,$0 ,2%,0% for 18 months,Spend Insights,30%,None,335.0904125
Region - West,$0 ,2%,0% for 18 months,Spend Insights,30%,Airport Lounge,299.4608852
Region - West,$0 ,2%,0% for 18 months,Spend Insights,30%,Travel Insurance,297.473681
Region - West,$0 ,2%,0% for 18 months,Budget Coaching,15%,None,-162.8373948
Region - West,$0 ,2%,0% for 18 months,Budget Coaching,15%,Airport Lounge,-264.9605964
Region - West,$0 ,2%,0% for 18 months,Budget Coaching,15%,Travel Insurance,-264.6838121
Region - West,$0 ,2%,0% for 18 months,Budget Coaching,20%,None,120.5683483
Region - West,$0 ,2%,0% for 18 months,Budget Coaching,20%,Airport Lounge,29.01845611
Region - West,$0 ,2%,0% for 18 months,Budget Coaching,20%,Travel Insurance,28.9653596
Region - West,$0 ,2%,0% for 18 months,Budget Coaching,25%,None,289.6589431
Region - West,$0 ,2%,0% for 18 months,Budget Coaching,25%,Airport Lounge,216.9360918
Region - West,$0 ,2%,0% for 18 months,Budget Coaching,25%,Travel Insurance,216.2479216
Region - West,$0 ,2%,0% for 18 months,Budget Coaching,30%,None,332.4536894
Region - West,$0 ,2%,0% for 18 months,Budget Coaching,30%,Airport Lounge,292.8464259
Region - West,$0 ,2%,0% for 18 months,Budget Coaching,30%,Travel Insurance,291.0107572
Region - West,$0 ,3%,None,Basic App,15%,None,349.0935894
Region - West,$0 ,3%,None,Basic App,15%,Airport Lounge,282.2058366
Region - West,$0 ,3%,None,Basic App,15%,Travel Insurance,281.2711198
Region - West,$0 ,3%,None,Basic App,20%,None,555.8470648
Region - West,$0 ,3%,None,Basic App,20%,Airport Lounge,539.5018504
Region - West,$0 ,3%,None,Basic App,20%,Travel Insurance,536.4711999
Region - West,$0 ,3%,None,Basic App,25%,None,615.7150671
Region - West,$0 ,3%,None,Basic App,25%,Airport Lounge,666.8648153
Region - West,$0 ,3%,None,Basic App,25%,Travel Insurance,660.7044187
Region - West,$0 ,3%,None,Basic App,30%,None,506.9111013
Region - West,$0 ,3%,None,Basic App,30%,Airport Lounge,633.5329086
Region - West,$0 ,3%,None,Basic App,30%,Travel Insurance,623.1952119
Region - West,$0 ,3%,None,Spend Insights,15%,None,359.1487983
Region - West,$0 ,3%,None,Spend Insights,15%,Airport Lounge,279.6142481
Region - West,$0 ,3%,None,Spend Insights,15%,Travel Insurance,279.0543264
Region - West,$0 ,3%,None,Spend Insights,20%,None,598.5587741
Region - West,$0 ,3%,None,Spend Insights,20%,Airport Lounge,553.4415338
Region - West,$0 ,3%,None,Spend Insights,20%,Travel Insurance,551.5268318
Region - West,$0 ,3%,None,Spend Insights,25%,None,699.695104
Region - West,$0 ,3%,None,Spend Insights,25%,Airport Lounge,706.8693361
Region - West,$0 ,3%,None,Spend Insights,25%,Travel Insurance,702.7262977
Region - West,$0 ,3%,None,Spend Insights,30%,None,629.3675329
Region - West,$0 ,3%,None,Spend Insights,30%,Airport Lounge,713.2748436
Region - West,$0 ,3%,None,Spend Insights,30%,Travel Insurance,705.4268443
Region - West,$0 ,3%,None,Budget Coaching,15%,None,351.6873254
Region - West,$0 ,3%,None,Budget Coaching,15%,Airport Lounge,270.581049
Region - West,$0 ,3%,None,Budget Coaching,15%,Travel Insurance,270.0720432
Region - West,$0 ,3%,None,Budget Coaching,20%,None,594.8354948
Region - West,$0 ,3%,None,Budget Coaching,20%,Airport Lounge,546.1869717
Region - West,$0 ,3%,None,Budget Coaching,20%,Travel Insurance,544.408775
Region - West,$0 ,3%,None,Budget Coaching,25%,None,701.2518157
Region - West,$0 ,3%,None,Budget Coaching,25%,Airport Lounge,702.5653488
Region - West,$0 ,3%,None,Budget Coaching,25%,Travel Insurance,698.6792202
Region - West,$0 ,3%,None,Budget Coaching,30%,None,637.5992029
Region - West,$0 ,3%,None,Budget Coaching,30%,Airport Lounge,714.1679908
Region - West,$0 ,3%,None,Budget Coaching,30%,Travel Insurance,706.7065379
Region - West,$0 ,3%,0% for 12 months,Basic App,15%,None,-94.09741014
Region - West,$0 ,3%,0% for 12 months,Basic App,15%,Airport Lounge,-194.7185492
Region - West,$0 ,3%,0% for 12 months,Basic App,15%,Travel Insurance,-194.4308841
Region - West,$0 ,3%,0% for 12 months,Basic App,20%,None,179.9275587
Region - West,$0 ,3%,0% for 12 months,Basic App,20%,Airport Lounge,95.39824116
Region - West,$0 ,3%,0% for 12 months,Basic App,20%,Travel Insurance,95.1529146
Region - West,$0 ,3%,0% for 12 months,Basic App,25%,None,333.7189646
Region - West,$0 ,3%,0% for 12 months,Basic App,25%,Airport Lounge,276.2737552
Region - West,$0 ,3%,0% for 12 months,Basic App,25%,Travel Insurance,275.0549737
Region - West,$0 ,3%,0% for 12 months,Basic App,30%,None,352.5012311
Region - West,$0 ,3%,0% for 12 months,Basic App,30%,Airport Lounge,338.7163172
Region - West,$0 ,3%,0% for 12 months,Basic App,30%,Travel Insurance,335.8335633
Region - West,$0 ,3%,0% for 12 months,Spend Insights,15%,None,-106.0801789
Region - West,$0 ,3%,0% for 12 months,Spend Insights,15%,Airport Lounge,-206.6974597
Region - West,$0 ,3%,0% for 12 months,Spend Insights,15%,Travel Insurance,-206.515498
Region - West,$0 ,3%,0% for 12 months,Spend Insights,20%,None,178.2839347
Region - West,$0 ,3%,0% for 12 months,Spend Insights,20%,Airport Lounge,87.51329321
Region - West,$0 ,3%,0% for 12 months,Spend Insights,20%,Travel Insurance,87.378029
Region - West,$0 ,3%,0% for 12 months,Spend Insights,25%,None,349.1503834
Region - West,$0 ,3%,0% for 12 months,Spend Insights,25%,Airport Lounge,276.0356227
Region - West,$0 ,3%,0% for 12 months,Spend Insights,25%,Travel Insurance,275.2929163
Region - West,$0 ,3%,0% for 12 months,Spend Insights,30%,None,393.1046379
Region - West,$0 ,3%,0% for 12 months,Spend Insights,30%,Airport Lounge,352.4372323
Region - West,$0 ,3%,0% for 12 months,Spend Insights,30%,Travel Insurance,350.5456027
Region - West,$0 ,3%,0% for 12 months,Budget Coaching,15%,None,-115.9834378
Region - West,$0 ,3%,0% for 12 months,Budget Coaching,15%,Airport Lounge,-216.7543085
Region - West,$0 ,3%,0% for 12 months,Budget Coaching,15%,Travel Insurance,-216.5752924
Region - West,$0 ,3%,0% for 12 months,Budget Coaching,20%,None,169.557305
Region - West,$0 ,3%,0% for 12 months,Budget Coaching,20%,Airport Lounge,77.92483349
Region - West,$0 ,3%,0% for 12 months,Budget Coaching,20%,Travel Insurance,77.81174804
Region - West,$0 ,3%,0% for 12 months,Budget Coaching,25%,None,342.4508412
Region - West,$0 ,3%,0% for 12 months,Budget Coaching,25%,Airport Lounge,267.3257088
Region - West,$0 ,3%,0% for 12 months,Budget Coaching,25%,Travel Insurance,266.6494624
Region - West,$0 ,3%,0% for 12 months,Budget Coaching,30%,None,389.9253123
Region - West,$0 ,3%,0% for 12 months,Budget Coaching,30%,Airport Lounge,345.4905174
Region - West,$0 ,3%,0% for 12 months,Budget Coaching,30%,Travel Insurance,343.7415349
Region - West,$0 ,3%,0% for 18 months,Basic App,15%,None,-335.3056808
Region - West,$0 ,3%,0% for 18 months,Basic App,15%,Airport Lounge,-441.631463
Region - West,$0 ,3%,0% for 18 months,Basic App,15%,Travel Insurance,-441.1717959
Region - West,$0 ,3%,0% for 18 months,Basic App,20%,None,-46.38488117
Region - West,$0 ,3%,0% for 18 months,Basic App,20%,Airport Lounge,-145.1098302
Region - West,$0 ,3%,0% for 18 months,Basic App,20%,Travel Insurance,-144.8452632
Region - West,$0 ,3%,0% for 18 months,Basic App,25%,None,131.7226778
Region - West,$0 ,3%,0% for 18 months,Basic App,25%,Airport Lounge,47.16992354
Region - West,$0 ,3%,0% for 18 months,Basic App,25%,Travel Insurance,47.02081007
Region - West,$0 ,3%,0% for 18 months,Basic App,30%,None,193.449244
Region - West,$0 ,3%,0% for 18 months,Basic App,30%,Airport Lounge,133.1674318
Region - West,$0 ,3%,0% for 18 months,Basic App,30%,Travel Insurance,132.3354118
Region - West,$0 ,3%,0% for 18 months,Spend Insights,15%,None,-350.9404007
Region - West,$0 ,3%,0% for 18 months,Spend Insights,15%,Airport Lounge,-454.9219902
Region - West,$0 ,3%,0% for 18 months,Spend Insights,15%,Travel Insurance,-454.6407984
Region - West,$0 ,3%,0% for 18 months,Spend Insights,20%,None,-57.36627838
Region - West,$0 ,3%,0% for 18 months,Spend Insights,20%,Airport Lounge,-156.8855799
Region - West,$0 ,3%,0% for 18 months,Spend Insights,20%,Travel Insurance,-156.7146706
Region - West,$0 ,3%,0% for 18 months,Spend Insights,25%,None,129.421468
Region - West,$0 ,3%,0% for 18 months,Spend Insights,25%,Airport Lounge,38.63454964
Region - West,$0 ,3%,0% for 18 months,Spend Insights,25%,Travel Insurance,38.56079989
Region - West,$0 ,3%,0% for 18 months,Spend Insights,30%,None,204.7428511
Region - West,$0 ,3%,0% for 18 months,Spend Insights,30%,Airport Lounge,130.2980852
Region - West,$0 ,3%,0% for 18 months,Spend Insights,30%,Travel Insurance,129.7941402
Region - West,$0 ,3%,0% for 18 months,Budget Coaching,15%,None,-361.2597921
Region - West,$0 ,3%,0% for 18 months,Budget Coaching,15%,Airport Lounge,-465.1341209
Region - West,$0 ,3%,0% for 18 months,Budget Coaching,15%,Travel Insurance,-464.8644783
Region - West,$0 ,3%,0% for 18 months,Budget Coaching,20%,None,-67.1123653
Region - West,$0 ,3%,0% for 18 months,Budget Coaching,20%,Airport Lounge,-166.8949831
Region - West,$0 ,3%,0% for 18 months,Budget Coaching,20%,Travel Insurance,-166.7243699
Region - West,$0 ,3%,0% for 18 months,Budget Coaching,25%,None,120.750178
Region - West,$0 ,3%,0% for 18 months,Budget Coaching,25%,Airport Lounge,29.03817536
Region - West,$0 ,3%,0% for 18 months,Budget Coaching,25%,Travel Insurance,28.98610829
Region - West,$0 ,3%,0% for 18 months,Budget Coaching,30%,None,198.0392964
Region - West,$0 ,3%,0% for 18 months,Budget Coaching,30%,Airport Lounge,121.5200393
Region - West,$0 ,3%,0% for 18 months,Budget Coaching,30%,Travel Insurance,121.0775399
Region - West,$95 ,1%,None,Basic App,15%,None,264.3447975
Region - West,$95 ,1%,None,Basic App,15%,Airport Lounge,391.3213695
Region - West,$95 ,1%,None,Basic App,15%,Travel Insurance,380.4966156
Region - West,$95 ,1%,None,Basic App,20%,None,227.9289952
Region - West,$95 ,1%,None,Basic App,20%,Airport Lounge,386.2988247
Region - West,$95 ,1%,None,Basic App,20%,Travel Insurance,372.7811623
Region - West,$95 ,1%,None,Basic App,25%,None,163.08568
Region - West,$95 ,1%,None,Basic App,25%,Airport Lounge,303.5472846
Region - West,$95 ,1%,None,Basic App,25%,Travel Insurance,291.0623334
Region - West,$95 ,1%,None,Basic App,30%,None,88.3874208
Region - West,$95 ,1%,None,Basic App,30%,Airport Lounge,177.0032049
Region - West,$95 ,1%,None,Basic App,30%,Travel Insurance,168.7483385
Region - West,$95 ,1%,None,Spend Insights,15%,None,367.927951
Region - West,$95 ,1%,None,Spend Insights,15%,Airport Lounge,488.2836651
Region - West,$95 ,1%,None,Spend Insights,15%,Travel Insurance,478.1575829
Region - West,$95 ,1%,None,Spend Insights,20%,None,338.6350006
Region - West,$95 ,1%,None,Spend Insights,20%,Airport Lounge,521.4580768
Region - West,$95 ,1%,None,Spend Insights,20%,Travel Insurance,506.7126667
Region - West,$95 ,1%,None,Spend Insights,25%,None,254.1419483
Region - West,$95 ,1%,None,Spend Insights,25%,Airport Lounge,439.4613895
Region - West,$95 ,1%,None,Spend Insights,25%,Travel Insurance,423.8361419
Region - West,$95 ,1%,None,Spend Insights,30%,None,143.1385387
Region - West,$95 ,1%,None,Spend Insights,30%,Airport Lounge,274.0665146
Region - West,$95 ,1%,None,Spend Insights,30%,Travel Insurance,262.2795671
Region - West,$95 ,1%,None,Budget Coaching,15%,None,377.6291615
Region - West,$95 ,1%,None,Budget Coaching,15%,Airport Lounge,493.7869866
Region - West,$95 ,1%,None,Budget Coaching,15%,Travel Insurance,483.9484297
Region - West,$95 ,1%,None,Budget Coaching,20%,None,351.5487328
Region - West,$95 ,1%,None,Budget Coaching,20%,Airport Lounge,534.0759031
Region - West,$95 ,1%,None,Budget Coaching,20%,Travel Insurance,519.432055
Region - West,$95 ,1%,None,Budget Coaching,25%,None,265.9464822
Region - West,$95 ,1%,None,Budget Coaching,25%,Airport Lounge,454.8404718
Region - West,$95 ,1%,None,Budget Coaching,25%,Travel Insurance,439.0181846
Region - West,$95 ,1%,None,Budget Coaching,30%,None,150.729759
Region - West,$95 ,1%,None,Budget Coaching,30%,Airport Lounge,286.5236122
Region - West,$95 ,1%,None,Budget Coaching,30%,Travel Insurance,274.3553556
Region - West,$95 ,1%,0% for 12 months,Basic App,15%,None,194.9408531
Region - West,$95 ,1%,0% for 12 months,Basic App,15%,Airport Lounge,204.3292698
Region - West,$95 ,1%,0% for 12 months,Basic App,15%,Travel Insurance,200.8702009
Region - West,$95 ,1%,0% for 12 months,Basic App,20%,None,246.0066282
Region - West,$95 ,1%,0% for 12 months,Basic App,20%,Airport Lounge,332.5552432
Region - West,$95 ,1%,0% for 12 months,Basic App,20%,Travel Insurance,324.5351164
Region - West,$95 ,1%,0% for 12 months,Basic App,25%,None,210.6195147
Region - West,$95 ,1%,0% for 12 months,Basic App,25%,Airport Lounge,330.5597008
Region - West,$95 ,1%,0% for 12 months,Basic App,25%,Travel Insurance,320.0830131
Region - West,$95 ,1%,0% for 12 months,Basic App,30%,None,126.8209319
Region - West,$95 ,1%,0% for 12 months,Basic App,30%,Airport Lounge,226.0071293
Region - West,$95 ,1%,0% for 12 months,Basic App,30%,Travel Insurance,216.9226115
Region - West,$95 ,1%,0% for 12 months,Spend Insights,15%,None,239.9446636
Region - West,$95 ,1%,0% for 12 months,Spend Insights,15%,Airport Lounge,225.9396467
Region - West,$95 ,1%,0% for 12 months,Spend Insights,15%,Travel Insurance,223.3464891
Region - West,$95 ,1%,0% for 12 months,Spend Insights,20%,None,330.1001137
Region - West,$95 ,1%,0% for 12 months,Spend Insights,20%,Airport Lounge,399.3500288
Region - West,$95 ,1%,0% for 12 months,Spend Insights,20%,Travel Insurance,392.3735331
Region - West,$95 ,1%,0% for 12 months,Spend Insights,25%,None,303.6951571
Region - West,$95 ,1%,0% for 12 months,Spend Insights,25%,Airport Lounge,429.5131594
Region - West,$95 ,1%,0% for 12 months,Spend Insights,25%,Travel Insurance,418.8852572
Region - West,$95 ,1%,0% for 12 months,Spend Insights,30%,None,195.7237756
Region - West,$95 ,1%,0% for 12 months,Spend Insights,30%,Airport Lounge,322.5596571
Region - West,$95 ,1%,0% for 12 months,Spend Insights,30%,Travel Insurance,311.4692627
Region - West,$95 ,1%,0% for 12 months,Budget Coaching,15%,None,239.3773584
Region - West,$95 ,1%,0% for 12 months,Budget Coaching,15%,Airport Lounge,220.8871347
Region - West,$95 ,1%,0% for 12 months,Budget Coaching,15%,Travel Insurance,218.4784769
Region - West,$95 ,1%,0% for 12 months,Budget Coaching,20%,None,336.2229218
Region - West,$95 ,1%,0% for 12 months,Budget Coaching,20%,Airport Lounge,400.5070611
Region - West,$95 ,1%,0% for 12 months,Budget Coaching,20%,Travel Insurance,393.8113479
Region - West,$95 ,1%,0% for 12 months,Budget Coaching,25%,None,313.1849021
Region - West,$95 ,1%,0% for 12 months,Budget Coaching,25%,Airport Lounge,436.4564762
Region - West,$95 ,1%,0% for 12 months,Budget Coaching,25%,Travel Insurance,426.0296711
Region - West,$95 ,1%,0% for 12 months,Budget Coaching,30%,None,204.0045543
Region - West,$95 ,1%,0% for 12 months,Budget Coaching,30%,Airport Lounge,332.1749847
Region - West,$95 ,1%,0% for 12 months,Budget Coaching,30%,Travel Insurance,321.0171819
Region - West,$95 ,1%,0% for 18 months,Basic App,15%,None,84.45124425
